element,material,synthesis_type,size_nm,precursor_conc_mM,capping_agent_pct,pH,temp_C,stirring_time_min,agitation_rpm,surface_area_m2_g,OH_stretch_present,OH_stretch_count,NH_stretch_present,NH_stretch_count,CH_stretch_present,CH_stretch_count,C=O_stretch_present,C=O_stretch_count,C=C_aromatic_present,C=C_aromatic_count,C-O_stretch_present,C-O_stretch_count,Metal_O_bond_present,Metal_O_bond_count,Fingerprint_region_present,Fingerprint_region_count,num_peaks_total,peak_min,peak_max,peak_range,mean_wavenumber,peaks_per_1000,peak_density,max_peak_intensity,catalytic_activity
Pd,Metal_Oxide,Co-Precipitation,58.62078061477533,50.19697244977909,1.3464548379229813,4.2070346469627395,169.2926825327849,170.46629361839865,148.91535607102537,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,35.15683822084621
Pd,Metal,Co-Precipitation,8.383181141508182,57.39278255837836,2.08393495783978,7.861438222491375,84.29750607609347,90.77497151750029,282.3626755377017,60.513777534724305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,71.06769068692316
Ni,Composite,Green_Synthesis,44.553422424504916,141.8225118042131,4.313016425009715,9.440230821696254,150.42355711378735,88.43372887654705,757.9815165687567,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,12.123408764166907
Pd,Carbide,Sol-Gel,15.25232939360606,31.7044676106728,1.417958831644433,4.48959824904224,39.44300332484717,65.99539405748203,664.4205565398286,35.84132651251874,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,39.41540593666572
Cu,Metal_Oxide,Green_Synthesis,28.722351134659185,57.9523754946082,4.576216550138411,9.336298993406881,155.67787616750374,226.10583643735828,933.3711282155016,12.95199440801568,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,24.522106622511522
Ag,Metal,Sol-Gel,20.69392431483986,4.747965343643861,2.3145384420235833,4.2598202808998185,112.67436164660542,273.96945309695514,1018.3213303426053,20.034656432223002,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,20.85957631409368
Pt,Carbide,Co-Precipitation,88.53159898342793,114.76742052861657,3.235350092694913,8.58498371066225,47.139660712561216,48.75871875653958,536.8922829171795,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,4.171650633320802
Au,Metal_Oxide,Sol-Gel,71.38511042538637,137.356044201993,1.3220385702797537,7.54997726390597,94.17938942292588,120.9321078454726,211.02290740907162,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,8,400,3600,3200,2000,2.0,0.0025,8,18.290851856403577
Cu,Carbide,CVD,87.10933273685211,36.43527644419729,0.7800690801176896,5.682674584283355,227.0695733352216,247.26157155264977,970.6827360786053,11.617725844819999,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,4.683012444088536
Pt,Metal,Green_Synthesis,39.579357785673864,64.92027148538452,4.347284703290246,4.003938577697722,156.85853817179256,159.4642874129632,709.1141103626073,18.538555115374376,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,38.02123273687384
Fe,Metal,CVD,32.71450975565967,19.194780583533106,0.5475309026008196,9.622687256408248,228.2345910121865,262.53974287026654,1177.771077282863,13.156561639373894,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,8.326471593534931
Fe,Carbide,Co-Precipitation,39.29754509998117,69.06847911662072,3.8701065288351133,6.436246200393054,117.4308970692777,280.5453103968099,975.984907834063,11.469085751252354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,7.692271104764242
Fe,Composite,Green_Synthesis,3.8177231809919316,20.868027082970215,2.9049215303842875,3.7787769954585873,245.2544348627698,40.65703185383727,461.97999377221294,131.14619014740614,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,76.8814586236603
Cu,Carbide,Co-Precipitation,73.0210189645587,78.97892566845367,4.305688908394244,9.955104044454597,106.00428703709284,155.6837268365701,571.3391492163668,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Cu,Metal_Oxide,CVD,36.277700775717676,110.45868402440273,3.5890920604908856,5.096052151354386,195.2810384077396,270.61585339943167,359.13357080383025,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,8,400,3600,3200,2000,2.0,0.0025,8,17.951006729683193
Au,Composite,Co-Precipitation,32.705732750525584,83.44807344731106,1.408320510557709,9.628068483349685,93.7156937830128,154.87727457383804,663.198346739415,18.89439985158416,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,22.876564976382074
Ag,Metal_Oxide,Green_Synthesis,60.617824406312224,37.53771717971902,2.872137986286381,8.084088173466629,48.847873401240705,31.92495698533017,881.7974560069497,10.196954073259839,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,16,400,3600,3200,2000,4.0,0.005,16,0.0
Co,Carbide,Green_Synthesis,44.75249134756201,53.71560183486686,0.06536809802723642,4.7507611042114615,212.43773426551462,140.9799676839658,773.737635739022,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,15.762708740653096
Pd,Composite,Co-Precipitation,98.12265008594206,96.14733791813923,2.376091711862145,3.6876515445731277,196.58084354578594,317.9754096243848,476.2918090071078,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,28.886888368823236
Fe,Metal_Oxide,Green_Synthesis,36.91279820408253,88.87355725060945,0.43006817786017837,8.339241138623631,209.6415326091183,344.13983491852827,1005.6298984983183,17.098794621801474,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,10,400,3600,3200,2000,2.5,0.003125,10,20.20595956038565
Ni,Carbide,Green_Synthesis,62.16179253637551,21.379443430078688,2.1447249890516487,3.2269064901548594,92.4312696292627,214.97049206210954,215.56463236999804,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,0.0
Ag,Carbide,Co-Precipitation,32.54180785974587,126.8974715613493,0.548059039993386,3.5891803637770154,183.32386576021833,131.0988340035385,256.810162297979,24.771014726490133,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,22.56099924799299
Ni,Composite,CVD,99.07830806064436,71.8031479248053,4.777399034727075,9.319971737700305,74.48264074342711,183.80120189932663,544.5755234505797,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,0.0
Au,Carbide,Green_Synthesis,45.62088140257256,25.19301445443256,2.6153397870386392,7.849864572611728,27.54509565883404,107.94716392012188,872.4676450605543,10.0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Au,Metal,Green_Synthesis,64.14462346494669,19.30115484363466,4.566089926383217,5.936657390889392,219.95997451802532,85.4814791022268,863.6042459069913,10.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,14.199206243143237
Au,Metal_Oxide,Green_Synthesis,14.418723753362352,144.8672144221244,0.11183111482882924,7.853051484015813,142.79323458759842,192.86664122257076,503.1757869879936,41.57657891224939,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,16,400,3600,3200,2000,4.0,0.005,16,45.93582144548575
Pt,Metal_Oxide,Green_Synthesis,73.8363730566385,42.948731564858356,3.1882664194094894,8.324843947724275,246.3220009334699,273.1057163240349,866.2686948941058,10.0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,37.97990899546862
Ni,Carbide,Co-Precipitation,28.382585671810958,136.38044459954,1.534772509633101,8.087572796200199,111.63303135334303,103.41339259249739,166.64435277800385,24.03651022687218,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,12.785397079278365
Ag,Carbide,CVD,45.964098777307846,62.1772095165719,2.1591449798261815,8.782986103639415,240.29642657263082,330.1473132872629,419.02414480734643,10.80585325498135,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,8.043805206719863
Co,Metal,CVD,88.54704010809088,58.50229313752535,4.365436976073449,11.462592901713306,163.38788428132585,85.51512078772005,863.1506446015233,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Ag,Composite,Sol-Gel,97.11414645873994,105.43841647776536,4.900105473793724,6.498997680756229,140.24614116329425,214.27582023319067,302.44554114608695,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,4.8726598549055264
Cu,Carbide,Green_Synthesis,43.608065980354986,2.472609878543754,1.2324597721667618,5.7103627211181855,93.13216071544316,286.2064753169899,333.98323146930227,12.298428638971028,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,11.1570602419398
Cu,Carbide,Green_Synthesis,83.81066145954098,51.37533872292819,4.741266426766508,3.3459141992715273,210.6871767863667,100.41819928735008,195.57088082829767,11.432266491663501,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,6.841414478433752
Fe,Carbide,Sol-Gel,7.228201465886354,46.09421111657953,3.4436347444085955,4.323657511710902,211.4788179335027,127.82666749934775,500.9181177577375,67.05315384510193,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,51.56849226960465
Co,Carbide,CVD,85.06225491944573,130.34661604832291,4.757069571786354,3.956248342930284,118.80914474579006,46.989802114984215,1007.4199646524905,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Cu,Metal_Oxide,Hydrothermal,63.69201157095967,79.8394073140967,2.81183499310605,6.01899768185216,188.64095693739512,341.50297096390113,1019.9950362049908,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,8,400,3600,3200,2000,2.0,0.0025,8,18.304216767829157
Au,Carbide,Hydrothermal,49.893204502376996,55.32095342641353,4.803781424957353,8.489916559335498,125.6285355501112,190.70082381452096,1048.598786080918,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,16.00722254744702
Ag,Metal_Oxide,CVD,89.21644310345027,40.645817234658,4.462277290737168,3.417005020211251,191.42334125500219,51.221037767720034,140.37443243776966,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,5.23040687685468
Ni,Carbide,Green_Synthesis,84.84304780562856,88.98596151278373,0.6429587061272302,9.548985040092163,248.69278526169063,303.9418483457651,1192.8375764752643,10.141543944600365,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,1.8624149435268045
Au,Composite,Hydrothermal,31.100619403450054,23.599297940961335,1.5539496355086524,6.576896549799653,84.06167059692513,217.88357248638079,652.9053628501337,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,17.384036158774453
Pt,Metal,Co-Precipitation,79.56586146978623,37.684510507808454,1.2153159575625594,11.671540642096092,167.66180286543948,48.243956787694614,1059.999733364909,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,28.165468342626035
Cu,Composite,Co-Precipitation,11.750111498912515,44.74821259464771,2.8604966302512853,8.115464776727448,110.47254214897676,178.7958683028476,1095.6260981779528,48.41944746273931,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,34.46047301447442
Au,Carbide,Sol-Gel,82.63086567580227,91.57843319343421,4.0139971575296265,9.9422608114964,148.3836018209132,173.35300407007028,665.9480638893721,12.647549720562704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,11.704264001990888
Au,Carbide,CVD,68.19465056627855,56.614988893454836,3.7970572344344062,10.750631090673298,221.68313806674902,78.20697203514138,156.19872611744074,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,14.325469292743986
Pt,Carbide,CVD,10.61090043133039,76.36171171788737,3.6337456614173833,10.999616711929747,103.20457062504732,168.72302699880308,757.2167430555683,41.855534128652565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,48.78699700812746
Pd,Composite,Hydrothermal,68.94185700046528,97.9153013012214,1.8763243786779293,7.666155747118265,41.28736798177818,123.32631523543411,467.5027997864014,10.598677735958905,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,13.163072712424707
Ag,Carbide,Green_Synthesis,58.89088911428428,143.4844685203454,0.6981844081391397,6.570683025879729,204.76086667966578,260.9808254345684,327.4433397602221,10.709994154894833,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,17.02931605732022
Ni,Composite,CVD,60.26590991221439,114.9607721683101,1.0529177681429962,8.044634907195956,149.8805924207278,31.812343447057007,300.751120066006,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,4.438710035012573
Fe,Metal_Oxide,Hydrothermal,30.504665642710457,61.38326030524404,3.7083872982416635,6.618633614556851,126.11521310696506,65.10406132936998,715.1906509673745,14.961821738600722,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,3.0216016421984264
Pd,Metal,Hydrothermal,28.116725601258835,112.49303078519127,0.7376716952978163,5.166434723549174,66.24993555158369,333.154106985823,214.92229888945343,19.466354953438604,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,31.078992307421043
Cu,Metal,CVD,76.72844098129396,142.50443295696266,1.1147335246676056,5.915278444500007,45.89186463353152,172.9999980159767,1003.8090095456728,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,0.0
Au,Composite,Hydrothermal,27.167721139689434,75.4077013024646,2.122763264367456,5.094928706147391,87.71550091552457,88.14005164269741,350.0226859624916,16.353622504698553,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,10.79751025170685
Co,Metal_Oxide,Sol-Gel,45.73370067737007,62.16404303531056,0.3605621534373149,5.424938675353755,186.75345925319922,291.7647241667822,704.2199353519396,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,20.0583727442838
Pt,Composite,Sol-Gel,70.0893218626809,12.624786151109745,1.0634603038506492,3.8424696351214833,117.64845894403682,311.0255580252257,238.00622920282572,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,19.120921814712027
Pt,Metal_Oxide,CVD,9.802392630088901,133.96318522697848,0.7488406367061828,6.838164486515142,153.3012071617648,99.70062445562702,1045.5921161277583,52.54870982234388,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,6,400,3600,3200,2000,1.5,0.001875,6,80.41519067279896
Co,Carbide,Green_Synthesis,60.26574149594241,37.71870783825468,4.7566089145592025,5.117555159429013,43.46024957417069,265.4879974935792,861.296119418563,10.369690952607371,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Ag,Metal_Oxide,Sol-Gel,59.75888451951549,10.529726626051792,0.9576294277244457,7.035298971550285,52.72968479411949,232.99477808509292,327.17406511465174,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,3.4175322139563082
Pd,Metal_Oxide,Sol-Gel,69.0544136670265,81.04331950207138,4.308848550851969,10.129784107586639,27.543811951057613,275.8687147371691,887.3148324802715,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,12,400,3600,3200,2000,3.0,0.00375,12,1.1610057531923559
Fe,Metal_Oxide,CVD,38.252953339954544,127.03904724826724,0.573990956333042,7.034811179188595,176.48900137353965,290.0064783491768,191.19014688726426,10.452348977126746,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,11.040221886346075
Ag,Metal,Co-Precipitation,46.00001785825629,61.58862328783482,4.348365661512537,11.591506836387438,84.5022675598945,248.1088326097761,949.4383495993432,16.57496264314704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,1.83343533523853
Co,Metal_Oxide,Hydrothermal,34.336992766579975,117.67705305369341,2.9971689313673484,4.330532050752188,242.55848181246142,345.5515962919743,639.3814561749261,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,17.836815942412827
Au,Carbide,Sol-Gel,81.20048822450002,125.62300508531537,4.24852961612309,10.652384917540871,94.40255732361898,315.1946985486452,232.20203228403545,11.756137406179429,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,0.0
Co,Carbide,Co-Precipitation,14.799854483540983,68.7061302641597,4.336743442686787,5.234323026656887,106.81405874485252,105.56059098655159,705.5260825521738,40.14346201053741,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,30.52480218852553
Ag,Carbide,Green_Synthesis,96.36948745038232,89.05230482513058,2.981867653337045,11.405401057694768,130.63521207573467,331.47671276985966,320.95293521301323,10.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Ni,Metal_Oxide,Co-Precipitation,64.2139432859633,80.55293248230207,4.58847076697512,5.044331338037891,96.8066684782434,148.66710936513152,840.049949560265,10.997067497152681,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,6.065762614522994
Pt,Composite,CVD,88.91685899043324,140.94018338354073,2.927241457423115,9.72265607368325,208.92472492236152,269.7588109520604,879.4815723281879,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,28.15340267353764
Pt,Composite,Green_Synthesis,43.7706829099469,109.10034707867243,3.5628253893918767,3.5590611077397316,222.14653224954608,309.84340453621786,936.9240590262817,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,48.144286352993575
Cu,Carbide,Green_Synthesis,34.563348898415676,138.87607880474684,2.080402385844163,8.6683209344416,27.48311782186964,174.0022407497305,1084.3575477467493,12.856104148532937,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Cu,Metal,Co-Precipitation,90.27112939215039,33.781486731233805,4.570338472354937,4.968067961243467,172.2988664263111,46.99782033258658,820.4334809645223,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,2.1773432019695944
Co,Composite,CVD,11.689556829877672,47.2252909230679,4.120812694560133,9.031552874834125,179.36986297727097,343.38827338223876,640.9460223066894,38.04119453266853,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,39.23282281461036
Fe,Metal_Oxide,Sol-Gel,13.476508687517224,11.566107503830086,0.8335655580846374,8.722464038623622,241.32059723456825,53.91841743203858,1039.6481998906609,33.91677486208146,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,14,400,3600,3200,2000,3.5,0.004375,14,23.54945678896474
Au,Composite,Co-Precipitation,31.33598409549838,75.48628554767534,2.8819392510234936,11.31326291694146,108.33981938529702,144.87616508442494,1089.828482293814,20.20852866244025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,9.6988669985804
Ni,Carbide,Sol-Gel,96.05794821309921,131.21462822850071,4.484136645434732,8.640087875584033,68.93799287823073,226.82760826464772,959.9287167963972,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Pd,Metal,Co-Precipitation,64.04072376678049,49.70015787247664,3.9653224682947545,6.67423930484917,142.13074064699137,68.7871135203529,1136.6710060409391,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,33.13845948033355
Ag,Composite,Sol-Gel,56.310982268309026,20.114033935450394,4.8127639033066245,4.742110243642828,125.70002903013776,306.60808777445845,1177.3773389946557,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,7.930682291837902
Fe,Composite,Co-Precipitation,71.12492096283123,11.198491984428895,1.156508434737974,8.917059076897257,203.13957976091297,97.12931140622797,376.442938787056,11.233573976702298,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,1.698187461372374
Au,Carbide,Green_Synthesis,42.91250649566029,67.67754060602452,1.8372981656523901,4.047299435305492,228.39447427799658,355.3812088919955,302.064215537045,20.11913903489852,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,24.058239490871962
Cu,Metal,Hydrothermal,76.29120313923832,25.43923994968573,2.5359594400906564,10.456651442295911,44.509306218196734,332.42303538647775,593.4515978566245,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,0.0
Co,Metal,Green_Synthesis,40.536608401342,52.569500303880424,1.1633458501363247,5.226010922449773,215.48038269600445,229.5035087818949,1196.6193933633172,11.876795898409119,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,18.31425356643052
Ag,Carbide,Sol-Gel,82.98359211593352,123.17699140428309,1.9702262759440954,7.7174300842385675,229.51844759983564,247.80332946483537,197.3206869423962,18.79136103651258,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,20.050123361267264
Cu,Metal_Oxide,CVD,28.194918043497445,58.22306003087113,2.687696022121662,8.363525738964558,232.9305726094804,206.0901344428623,883.1934051265847,21.927748758876493,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,10,400,3600,3200,2000,2.5,0.003125,10,28.471699453991903
Co,Composite,Green_Synthesis,29.199572611206378,91.870766820197,0.9566960150067033,6.262409913577382,196.9697182415211,159.06430964883475,1035.9192117230582,22.637482750350244,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,29.052413728582323
Ag,Metal_Oxide,Hydrothermal,53.193563931820044,75.82184831759942,1.2834390935129032,8.974863998150218,191.96857620341754,146.06367203439282,1196.0924094010445,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,26.728887305156057
Pd,Composite,Sol-Gel,44.21459351945004,108.06146065253542,0.6242124990439724,5.25195263002917,28.35177437554516,324.24611922428653,781.6837188973832,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,14.251811197649708
Au,Composite,Green_Synthesis,65.51535273990015,24.268578889147747,3.5669070494287425,3.311621163989359,232.0431150602114,220.2845096175434,518.1038900891367,14.065548898062659,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,17.907499773667396
